passenger_id,passenger_gender,passenger_age,age_group,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Class,PassengerKey
xuWwQ1GgSOZLLzp+Dgf5lomdgXzkXviEoRKrjoAzvHI=,Male,30,Young Adults (18-34),66,6,4843400,4,3,4,434,11,Champions,2293
xuWwQ1GgSOZLLzp+Dgf5lomdgXzkXviEoRKrjoAzvHI=,Female,29,Young Adults (18-34),66,6,4843400,4,3,4,434,11,Champions,2294
uPh6dFuShzcibre1O+nfmmf9XvL6gf9qXiylkFJlPXo=,Male,30,Young Adults (18-34),34,16,11853770,2,3,4,234,9,Loyal,2295
OLg9sNkMfkuk4C3bYu5IY/N5SH9dAM4AZDaQ5CSKnpg=,Male,19,Young Adults (18-34),35,2,2605710,2,1,3,213,6,Potential,2296
bL1D5tGoXvu2JRcl44d67Ze2hAB61Pz0sltgTe3rJ7w=,Female,1,Children (0-12),42,13,9016040,2,3,4,234,9,Loyal,2297
bL1D5tGoXvu2JRcl44d67Ze2hAB61Pz0sltgTe3rJ7w=,Female,27,Young Adults (18-34),42,13,9016040,2,3,4,234,9,Loyal,2298
bL1D5tGoXvu2JRcl44d67Ze2hAB61Pz0sltgTe3rJ7w=,Male,29,Young Adults (18-34),42,13,9016040,2,3,4,234,9,Loyal,2299
CqPLtNFSWEc+abY3DQyg9fai7FUEMdelmVp2bGJPgfs=,Male,31,Young Adults (18-34),66,3,5168560,4,2,4,424,10,Champions,2300
L7tsMstZnNPQCTI4S/eojitH9hYFdb0LG2qiKZK7i8Q=,Female,25,Young Adults (18-34),58,7,8255800,3,3,4,334,10,Champions,2301
5TbBrvky6pyvkNfdFZKEwsR3tOioreKuEfGhOWFrhDE=,Female,35,Adults (35-59),66,3,5276500,4,2,4,424,10,Champions,2302
bJXe3+3gZdiKgPou6tU7a+H+NVBRcX0AwwdNJdr201w=,Female,22,Young Adults (18-34),66,1,1446500,4,1,2,412,7,Loyal,2303
hMfqCr3j6qw52GyGT9lBoW0EZmeZdpRaB71BnU0IJXM=,Male,55,Adults (35-59),66,1,820800,4,1,1,411,6,Potential,2304
XQEFccaokH9wcBW7z92XcrKBl292VpSc8wdBEMgiFCA=,Male,29,Young Adults (18-34),66,2,3238890,4,1,3,413,8,Loyal,2305
5TbBrvky6pyvkNfdFZKEwsR3tOioreKuEfGhOWFrhDE=,Female,20,Young Adults (18-34),66,3,5276500,4,2,4,424,10,Champions,2306
CqPLtNFSWEc+abY3DQyg9fai7FUEMdelmVp2bGJPgfs=,Female,30,Young Adults (18-34),66,3,5168560,4,2,4,424,10,Champions,2307
U1no3R28F51uZ93qsMLwRPG0dhKHMKXdfkrgeTHgBcI=,Male,20,Young Adults (18-34),37,3,2898010,2,2,3,223,7,Loyal,2308
BHAGEqJKeXJimNorSxySoZ4uJ6vUIXROLQDQwrJdXCU=,Male,36,Adults (35-59),66,1,1426700,4,1,2,412,7,Loyal,2309
lwegumlU7j+0qN0oun5ElegdyWa5Th+ros2bNSnNEB8=,Female,32,Young Adults (18-34),66,4,2540440,4,2,3,423,9,Loyal,2310
aubCJOiTt7Q9HG/Hz47flmMiHMYc4KF/vFt+fmPNH6o=,Female,45,Adults (35-59),66,3,2050940,4,2,3,423,9,Loyal,2311
zrU8iThcSfoKVlVR/+ZLsTwHrebaLfy9stFCW2AwgwE=,Female,28,Young Adults (18-34),63,2,1391200,4,1,2,412,7,Loyal,2312
9H9KxVERSTaU0czZlPP77hZaEZq3LtKpVmPv52hjNeY=,Male,43,Adults (35-59),62,6,4811630,4,3,4,434,11,Champions,2313
aubCJOiTt7Q9HG/Hz47flmMiHMYc4KF/vFt+fmPNH6o=,Male,18,Young Adults (18-34),66,3,2050940,4,2,3,423,9,Loyal,2314
aubCJOiTt7Q9HG/Hz47flmMiHMYc4KF/vFt+fmPNH6o=,Female,9,Children (0-12),66,3,2050940,4,2,3,423,9,Loyal,2315
9H9KxVERSTaU0czZlPP77hZaEZq3LtKpVmPv52hjNeY=,Male,44,Adults (35-59),62,6,4811630,4,3,4,434,11,Champions,2316
C+xSg37TQ2SO33fPb09i0R30gn/AdDND4v4hr+caEhM=,Female,5,Children (0-12),64,6,4668620,4,3,4,434,11,Champions,2317
C+xSg37TQ2SO33fPb09i0R30gn/AdDND4v4hr+caEhM=,Female,31,Young Adults (18-34),64,6,4668620,4,3,4,434,11,Champions,2318
s+9xcbobqt77OAJndKnbaZzPEs1Kwc/F0IOYliRmzMQ=,Female,30,Young Adults (18-34),50,2,1491910,3,1,2,312,6,Potential,2319
16EZDUr5uSPb3Bi8U3O7/kUi+8jZzI4Mqgzy4nAmUp4=,Male,23,Young Adults (18-34),66,1,912000,4,1,1,411,6,Potential,2320
vbLStenjgztqzWGzA0vK1fcl792CpIiRr32XFqWum5E=,Male,31,Young Adults (18-34),5,7,5469590,1,3,4,134,8,Loyal,2321
OIwfB7CAXPXIJhwvVRV9rkxdiv1ZBFrWQNnozn7z2js=,Female,46,Adults (35-59),48,7,8368250,3,3,4,334,10,Champions,2322
lsrGt5+Fa7FA4pR2f+XbWBZzQo6MXJWLbb7KvvLwejE=,Male,30,Young Adults (18-34),20,5,4310920,1,3,4,134,8,Loyal,2323
yOOSCDge2nvm9iQAy+D3z9gAazWA8FSjhKPLPCcBd6U=,Male,35,Adults (35-59),66,14,18361100,4,3,4,434,11,Champions,2324
yOOSCDge2nvm9iQAy+D3z9gAazWA8FSjhKPLPCcBd6U=,Female,47,Adults (35-59),66,14,18361100,4,3,4,434,11,Champions,2325
+HBJhIiNNeASu7fcdgnpru4TWpgv8AufZZp1Vf9yKeY=,Male,35,Adults (35-59),66,4,4491500,4,2,4,424,10,Champions,2326
yOOSCDge2nvm9iQAy+D3z9gAazWA8FSjhKPLPCcBd6U=,Male,5,Children (0-12),66,14,18361100,4,3,4,434,11,Champions,2327
yOOSCDge2nvm9iQAy+D3z9gAazWA8FSjhKPLPCcBd6U=,Male,60,Seniors (60+),66,14,18361100,4,3,4,434,11,Champions,2328
+HBJhIiNNeASu7fcdgnpru4TWpgv8AufZZp1Vf9yKeY=,Male,60,Seniors (60+),66,4,4491500,4,2,4,424,10,Champions,2329
+HBJhIiNNeASu7fcdgnpru4TWpgv8AufZZp1Vf9yKeY=,Male,5,Children (0-12),66,4,4491500,4,2,4,424,10,Champions,2330
+HBJhIiNNeASu7fcdgnpru4TWpgv8AufZZp1Vf9yKeY=,Female,47,Adults (35-59),66,4,4491500,4,2,4,424,10,Champions,2331
OX9cJiUbsTiuv0JxpFWIzQhyvRVnRqeSibvB5biiPw4=,Male,25,Young Adults (18-34),66,1,1067310,4,1,1,411,6,Potential,2332
78YzKJhEZIO8Jqrnk8ztsJPDdMbNNMRBq4O0q0avLJI=,Male,25,Young Adults (18-34),24,4,5066100,1,2,4,124,7,Loyal,2333
TwJZZc/f7idOfEgGNVcDxq9/3MANwOlY9uMH1GSYBFY=,Female,25,Young Adults (18-34),34,3,2910540,2,2,3,223,7,Loyal,2334
Y/H1Vv6X3r5Yjsc2ws1o3mshgJauBCxomcflS0ijRNY=,Male,23,Young Adults (18-34),20,5,4491350,1,3,4,134,8,Loyal,2335
ZMMNlovU76ESrldm6tBMcVAUZ4i6t5ATTl0inSJvRBQ=,Female,23,Young Adults (18-34),57,6,8700070,3,3,4,334,10,Champions,2336
IbfybjMqNRu3RU9mDl7mPOd2HyLExJ+eRCssbRJ1LNw=,Female,23,Young Adults (18-34),65,2,1606080,4,1,2,412,7,Loyal,2337
6PC7929cZ32VK6mfc5Elj1IKd+h3Gw11tVQDca62eTg=,Female,44,Adults (35-59),62,10,11840400,4,3,4,434,11,Champions,2338
koR3MlIQpSyYoADvxqOYKe3lEvDfTjne4QmWLjbAwFc=,Female,27,Young Adults (18-34),66,1,664400,4,1,1,411,6,Potential,2339
hBv6xSUC6U0C55Kq9sLkzGJNzErJ5iK9gJl6QkSDMag=,Female,35,Adults (35-59),13,51,35462960,1,3,4,134,8,Loyal,2340
hBv6xSUC6U0C55Kq9sLkzGJNzErJ5iK9gJl6QkSDMag=,Male,10,Children (0-12),13,51,35462960,1,3,4,134,8,Loyal,2341
kLmpAxe/9m3EZXBFnL2P+NKQjv74+T1Kk7drtqTxWa0=,Male,51,Adults (35-59),65,8,5844800,4,3,4,434,11,Champions,2342
ZihDCo90OfXpW0SNl0lGmp3HmkbiroWhjuyy+l/My+8=,Female,19,Young Adults (18-34),66,1,670500,4,1,1,411,6,Potential,2343
HpJvCksaZQ6FC9wYrQuSmPAacbhDSnLnSTC6ZL+tUho=,Female,29,Young Adults (18-34),65,4,5418000,4,2,4,424,10,Champions,2344
nJYIx8myK0kgnSRA6UNJbKg+hxEcO6B3oQu7uuAqQaU=,Male,37,Adults (35-59),66,1,1044800,4,1,1,411,6,Potential,2345
vUINXi1B9NGAMB1DbUSkskafzIChfBxdEKBWUECSDIk=,Female,33,Young Adults (18-34),65,14,15856580,4,3,4,434,11,Champions,2346
vUINXi1B9NGAMB1DbUSkskafzIChfBxdEKBWUECSDIk=,Female,5,Children (0-12),65,14,15856580,4,3,4,434,11,Champions,2347
vUINXi1B9NGAMB1DbUSkskafzIChfBxdEKBWUECSDIk=,Male,34,Young Adults (18-34),65,14,15856580,4,3,4,434,11,Champions,2348
JCL+HzO27JMzwkbFjM7RtVkjC7y/4KJSd0Hny4sG55U=,Female,25,Young Adults (18-34),66,8,5951200,4,3,4,434,11,Champions,2349
JCL+HzO27JMzwkbFjM7RtVkjC7y/4KJSd0Hny4sG55U=,Male,26,Young Adults (18-34),66,8,5951200,4,3,4,434,11,Champions,2350
JCL+HzO27JMzwkbFjM7RtVkjC7y/4KJSd0Hny4sG55U=,Female,26,Young Adults (18-34),66,8,5951200,4,3,4,434,11,Champions,2351
JCL+HzO27JMzwkbFjM7RtVkjC7y/4KJSd0Hny4sG55U=,Male,24,Young Adults (18-34),66,8,5951200,4,3,4,434,11,Champions,2352
ZBAg65uenIJ9V9+xcI+Z/5iznSgjLF8EcsbDhEJG4Ik=,Female,26,Young Adults (18-34),66,5,4377600,4,3,4,434,11,Champions,2353
ZBAg65uenIJ9V9+xcI+Z/5iznSgjLF8EcsbDhEJG4Ik=,Male,26,Young Adults (18-34),66,5,4377600,4,3,4,434,11,Champions,2354
TMCyLTzbHJTkKmzEWqQwq04rVAOwh3Ewwm3Bfv7S6Q0=,Male,24,Young Adults (18-34),66,6,5678510,4,3,4,434,11,Champions,2355
TMCyLTzbHJTkKmzEWqQwq04rVAOwh3Ewwm3Bfv7S6Q0=,Male,25,Young Adults (18-34),66,6,5678510,4,3,4,434,11,Champions,2356
TMCyLTzbHJTkKmzEWqQwq04rVAOwh3Ewwm3Bfv7S6Q0=,Male,23,Young Adults (18-34),66,6,5678510,4,3,4,434,11,Champions,2357
ZBnK4jI1xs14GUjWq9Vz+kUkasFeZxF/aj5nL1aTjKk=,Male,43,Adults (35-59),66,2,1315800,4,1,2,412,7,Loyal,2358
fP1vHBcy+cuKscbAqyEgpupyZ6MEZbeuafqGM/ts8TA=,Female,18,Young Adults (18-34),66,1,684560,4,1,1,411,6,Potential,2359
8oIFzpLl79EwSbTOnynA2e79mNxq5mSHdt08D24DEI4=,Male,20,Young Adults (18-34),34,14,13225950,2,3,4,234,9,Loyal,2360
8oIFzpLl79EwSbTOnynA2e79mNxq5mSHdt08D24DEI4=,Female,24,Young Adults (18-34),34,14,13225950,2,3,4,234,9,Loyal,2361
SC+O+GqNJbTzVvSdfy7/hvb7fJFQvIe1jQTiZtkoyus=,Female,24,Young Adults (18-34),66,1,1471000,4,1,2,412,7,Loyal,2362
oDVplT+S8Onms4Ht3tmw003xNBJRzt95Gz+XJd1OMkI=,Female,31,Young Adults (18-34),66,2,2942910,4,1,3,413,8,Loyal,2363
oDVplT+S8Onms4Ht3tmw003xNBJRzt95Gz+XJd1OMkI=,Male,32,Young Adults (18-34),66,2,2942910,4,1,3,413,8,Loyal,2364
fq5TZtnWumEvEFOnbIlHQ3AX2HcDcqOK6ozSvzXpwds=,Female,27,Young Adults (18-34),66,1,1425000,4,1,2,412,7,Loyal,2365
6IXTegKvVTQDJ2NdRRW2ggIVJo0xqnbtd4Ied1eVsoU=,Male,31,Young Adults (18-34),66,5,4611120,4,3,4,434,11,Champions,2366
6IXTegKvVTQDJ2NdRRW2ggIVJo0xqnbtd4Ied1eVsoU=,Male,29,Young Adults (18-34),66,5,4611120,4,3,4,434,11,Champions,2367
o5IN9dCjiz+/75+cRB4ZMXfZxug4+34nZQAxZFbyIqE=,Male,28,Young Adults (18-34),66,3,7015800,4,2,4,424,10,Champions,2368
o5IN9dCjiz+/75+cRB4ZMXfZxug4+34nZQAxZFbyIqE=,Female,28,Young Adults (18-34),66,3,7015800,4,2,4,424,10,Champions,2369
rCSjJpkEhkDSmYiiuzYKkocjM/KVwoPKeIm/L5DFChA=,Female,34,Young Adults (18-34),66,1,1556400,4,1,2,412,7,Loyal,2370
4Cu34d/bkhndCSBJujCqf9OxRM4D+h9ukebynSDRX10=,Male,55,Adults (35-59),64,6,6404700,4,3,4,434,11,Champions,2371
YyjtWPbXwc6SB6CZrFUV6KN2YJyjbqFCldctQRSBZ4g=,Male,36,Adults (35-59),66,1,974280,4,1,1,411,6,Potential,2372
ZJaZd9rxkx8ApVTFRNEwZa0to0k4+Ds0KXDhNwBSdWM=,Female,31,Young Adults (18-34),65,2,2244300,4,1,3,413,8,Loyal,2373
/HDOoAbBC1Cj+wVfXLx2jlriGXyrJqomIbKKQuPLO3M=,Female,27,Young Adults (18-34),66,4,3883400,4,2,4,424,10,Champions,2374
/HDOoAbBC1Cj+wVfXLx2jlriGXyrJqomIbKKQuPLO3M=,Female,35,Adults (35-59),66,4,3883400,4,2,4,424,10,Champions,2375
DN7Rp6lYRJhVnbNziKt2xmJzYObFu6s8Tqm7D4wwB5Y=,Male,19,Young Adults (18-34),53,3,2056000,3,2,3,323,8,Loyal,2376
ivzT9dam+mjVExxD2IEfV6EhUynFN0AtOr38HQCb7rQ=,Female,31,Young Adults (18-34),66,4,4250100,4,2,4,424,10,Champions,2377
ivzT9dam+mjVExxD2IEfV6EhUynFN0AtOr38HQCb7rQ=,Female,9,Children (0-12),66,4,4250100,4,2,4,424,10,Champions,2378
ivzT9dam+mjVExxD2IEfV6EhUynFN0AtOr38HQCb7rQ=,Male,14,Teenagers (13-17),66,4,4250100,4,2,4,424,10,Champions,2379
ivzT9dam+mjVExxD2IEfV6EhUynFN0AtOr38HQCb7rQ=,Female,45,Adults (35-59),66,4,4250100,4,2,4,424,10,Champions,2380
cc0NEuxq1j1yd2Xz7McojnNyJI2s6cFK9IDYDHxhA0c=,Female,25,Young Adults (18-34),57,9,13125590,3,3,4,334,10,Champions,2381
c6NmwCYIHNPzic5YKVG8lSfSzRJtJ/cuUwSG19Ci3hA=,Male,19,Young Adults (18-34),10,6,7041440,1,3,4,134,8,Loyal,2382
FEuZUQIns9EpUdn/Pwkl0GA/00d9klwcTt9N4YWnbYE=,Female,41,Adults (35-59),66,1,721800,4,1,1,411,6,Potential,2383
R2YDWCFX+8HWMBrUNBpUjKgZ5kgHRIIBwM8ZHZUU6vM=,Male,31,Young Adults (18-34),60,2,1854160,3,1,2,312,6,Potential,2384
cc0NEuxq1j1yd2Xz7McojnNyJI2s6cFK9IDYDHxhA0c=,Female,44,Adults (35-59),57,9,13125590,3,3,4,334,10,Champions,2385
vo38j3zqNb/VeLBsEDO3P/GbkM/GHhjdMod5K7/uqsQ=,Female,44,Adults (35-59),51,4,4617910,3,2,4,324,9,Loyal,2386
FW9WZeLJR7f31XcqDIihq8zos/791bF8nROuHrVbomI=,Male,19,Young Adults (18-34),32,3,4423300,2,2,4,224,8,Loyal,2387
MWHKTI7rnMSKfFSP9kS+XUVLJMZolmE0EYlPOgd8spQ=,Female,51,Adults (35-59),66,3,1743020,4,2,2,422,8,Loyal,2388
rhXe/thHsfY6kHr2u7dF8L4fdVCp2sWeYVxRQ9wDlUU=,Female,32,Young Adults (18-34),66,2,1384000,4,1,2,412,7,Loyal,2389
MWHKTI7rnMSKfFSP9kS+XUVLJMZolmE0EYlPOgd8spQ=,Female,8,Children (0-12),66,3,1743020,4,2,2,422,8,Loyal,2390
RLBcfwojpKPcJYfi2WWKRnoquEHv6bgvx8J9G6P38hI=,Female,56,Adults (35-59),66,1,893090,4,1,1,411,6,Potential,2391
MWHKTI7rnMSKfFSP9kS+XUVLJMZolmE0EYlPOgd8spQ=,Male,53,Adults (35-59),66,3,1743020,4,2,2,422,8,Loyal,2392
mQLTCTcy8AMLu0S0vC0+1Tc5iwNpkqxZNSc2jKmt0/s=,Female,22,Young Adults (18-34),66,6,6131480,4,3,4,434,11,Champions,2393
NgLfBq9HbAk7QZk+7hLy0ftwPyRdX08frU6sXQgTEoI=,Female,44,Adults (35-59),66,1,1556400,4,1,2,412,7,Loyal,2394
k1japVfkIdOcLyVCeHJo51glop2fqA8Up0dgAyezN5w=,Male,24,Young Adults (18-34),66,1,3862800,4,1,4,414,9,Loyal,2395
6GwNYxhTyUc4h2c/FzQU+vghENq8/DQRtzki68gK4iI=,Female,28,Young Adults (18-34),66,1,1025600,4,1,1,411,6,Potential,2396
6jNLWoRAFtGkikglHp8L0Z6N6wx4dlVv4aMy/DFlYxA=,Female,26,Young Adults (18-34),66,1,1361900,4,1,2,412,7,Loyal,2397
hBv6xSUC6U0C55Kq9sLkzGJNzErJ5iK9gJl6QkSDMag=,Male,35,Adults (35-59),13,51,35462960,1,3,4,134,8,Loyal,2398
Ruatmo6mVa82YcKbCUxOMpYfFiTSiabGcr3j6fOHX+c=,Female,41,Adults (35-59),61,3,3764700,3,2,4,324,9,Loyal,2399
odUYf7qc5N813oOS5KcJG71HOW0NS94+GkqbevEQnIE=,Female,32,Young Adults (18-34),65,1,649520,4,1,1,411,6,Potential,2400
bL1D5tGoXvu2JRcl44d67Ze2hAB61Pz0sltgTe3rJ7w=,Female,3,Children (0-12),42,13,9016040,2,3,4,234,9,Loyal,2401
6CVPuccRalliskyp3iVTf+3wKi3DkAI086SDrP59ogE=,Male,16,Teenagers (13-17),65,4,2698800,4,2,3,423,9,Loyal,2402
6CVPuccRalliskyp3iVTf+3wKi3DkAI086SDrP59ogE=,Female,31,Young Adults (18-34),65,4,2698800,4,2,3,423,9,Loyal,2403
6WT/KuYOg5HofhABffNQwtiP4r8NYG8rZANweVEbyAw=,Female,53,Adults (35-59),65,22,26260550,4,3,4,434,11,Champions,2404
6WT/KuYOg5HofhABffNQwtiP4r8NYG8rZANweVEbyAw=,Female,58,Adults (35-59),65,22,26260550,4,3,4,434,11,Champions,2405
6WT/KuYOg5HofhABffNQwtiP4r8NYG8rZANweVEbyAw=,Female,31,Young Adults (18-34),65,22,26260550,4,3,4,434,11,Champions,2406
/Jk/AJevx/u3G1qDHe1kub6yPqc0BjkEZJ5WZINnHww=,Male,20,Young Adults (18-34),65,11,12612480,4,3,4,434,11,Champions,2407
+hxBc8+SFGjljVeitb5hfO7ukhFprBytg/UklFDDrv0=,Male,21,Young Adults (18-34),65,1,829710,4,1,1,411,6,Potential,2408
WHfGhehn+/R4qqeHpnPg+iC7Zu6Eh6HYuFI6Y/mta2A=,Male,22,Young Adults (18-34),62,6,6458800,4,3,4,434,11,Champions,2409
Z/9kuieirpxKb+dkcvGRD2BanuIsQs+fAEGqdt4KoNY=,Female,43,Adults (35-59),65,1,1426700,4,1,2,412,7,Loyal,2410
ZcAU7m+pep+k5b8qwsMpqqVODcargmHUqdXXurNKF4s=,Male,26,Young Adults (18-34),23,15,15424480,1,3,4,134,8,Loyal,2411
ihGYAUdJHcQZGXeLtRY/nHbS/9emKaTH2zNTNp6CGos=,Female,23,Young Adults (18-34),65,1,1167300,4,1,2,412,7,Loyal,2412
yV8uj2gUHjl+eN+AePot2SWA8cqmxCPcAzvntcnkgvY=,Male,29,Young Adults (18-34),65,2,2800160,4,1,3,413,8,Loyal,2413
o6EAAHU/eULe1S7nsYoKCNIE+R+arWlQ8AbqXflulVU=,Female,28,Young Adults (18-34),65,4,4864000,4,2,4,424,10,Champions,2414
LCiXztJSoruNdrZWgc8Y8HyRi2caN8lOFlyq8e4nrTY=,Male,29,Young Adults (18-34),31,6,5445280,2,3,4,234,9,Loyal,2415
/pEGTNouN2eisdC+IY+tfvMqX97xiJJg/Ab3D33Xanc=,Male,66,Seniors (60+),53,6,4566400,3,3,4,334,10,Champions,2416
/pEGTNouN2eisdC+IY+tfvMqX97xiJJg/Ab3D33Xanc=,Male,63,Seniors (60+),53,6,4566400,3,3,4,334,10,Champions,2417
/pEGTNouN2eisdC+IY+tfvMqX97xiJJg/Ab3D33Xanc=,Male,69,Seniors (60+),53,6,4566400,3,3,4,334,10,Champions,2418
pUvVJTJlsMdGqgA07fNTk2BA4F9fW2gpBratePiB8Jg=,Female,22,Young Adults (18-34),65,1,1401290,4,1,2,412,7,Loyal,2419
KMWaZsvpW/5caK5hRzoJ51VkjglUnx07EcTQFo4XOtc=,Female,69,Seniors (60+),18,21,19976940,1,3,4,134,8,Loyal,2420
KMWaZsvpW/5caK5hRzoJ51VkjglUnx07EcTQFo4XOtc=,Male,72,Seniors (60+),18,21,19976940,1,3,4,134,8,Loyal,2421
bxEGzMDZrMJPn9YPzocPmoku0KeY7FiaJZ+/n8MuGDw=,Female,21,Young Adults (18-34),65,9,8163790,4,3,4,434,11,Champions,2422
bxEGzMDZrMJPn9YPzocPmoku0KeY7FiaJZ+/n8MuGDw=,Male,25,Young Adults (18-34),65,9,8163790,4,3,4,434,11,Champions,2423
dXpsReEfdacW7QkuV6G2pS0OkgCTeuGwQcv3ky/yJls=,Male,36,Adults (35-59),26,26,18931000,1,3,4,134,8,Loyal,2424
dXpsReEfdacW7QkuV6G2pS0OkgCTeuGwQcv3ky/yJls=,Female,35,Adults (35-59),26,26,18931000,1,3,4,134,8,Loyal,2425
utD0unTpyvhar6syZ0FnDAlovefevzVSU+nVa+k4Eis=,Female,19,Young Adults (18-34),65,1,543600,4,1,1,411,6,Potential,2426
5HBWiL6wW2fH9sievUQOwu6vqliGNn5xovdFtUlXDsM=,Female,1,Children (0-12),55,5,2255800,3,3,3,333,9,Loyal,2427
5HBWiL6wW2fH9sievUQOwu6vqliGNn5xovdFtUlXDsM=,Female,22,Young Adults (18-34),55,5,2255800,3,3,3,333,9,Loyal,2428
5HBWiL6wW2fH9sievUQOwu6vqliGNn5xovdFtUlXDsM=,Male,23,Young Adults (18-34),55,5,2255800,3,3,3,333,9,Loyal,2429
ejIveTb+kldRhuVeVk0nH2+lfqZJdlTtTH+WX4MYJHw=,Male,26,Young Adults (18-34),65,1,1171200,4,1,2,412,7,Loyal,2430
8tClqGmMizn3yYwP8mJXJptRysjC1gzSywNAdAsxb/w=,Female,29,Young Adults (18-34),57,20,19979730,3,3,4,334,10,Champions,2431
8tClqGmMizn3yYwP8mJXJptRysjC1gzSywNAdAsxb/w=,Male,26,Young Adults (18-34),57,20,19979730,3,3,4,334,10,Champions,2432
8tClqGmMizn3yYwP8mJXJptRysjC1gzSywNAdAsxb/w=,Male,29,Young Adults (18-34),57,20,19979730,3,3,4,334,10,Champions,2433
hV6wx1Obh8kD/9wyZCcpAkEcJ/ZioFcO0JPr6RQgIGQ=,Female,23,Young Adults (18-34),59,3,2424980,3,2,3,323,8,Loyal,2434
PU5EZCiCQXmYhfSfCakE+niXGaq/TyQkFYbRUslK5Iw=,Female,31,Young Adults (18-34),56,3,3629640,3,2,3,323,8,Loyal,2435
hZw/Gerk2EnFPrOKHHpaSQpCtmPVPj14qmfCgtHIqQY=,Female,20,Young Adults (18-34),65,1,1426700,4,1,2,412,7,Loyal,2436
iHrtpW60ZFBFCadudc78AboDclpyD7/Ky4mqyEbB9xY=,Male,35,Adults (35-59),65,1,2095200,4,1,3,413,8,Loyal,2437
5o5sXxavJjLtVu6aEL/4C/wauE++VUwXUDBdpLdgWhM=,Male,35,Adults (35-59),65,1,1571400,4,1,2,412,7,Loyal,2438
Csj3E8Oasjmn+YBH9y21W8NFdGld7rLhRTBDkjPL41s=,Female,56,Adults (35-59),47,31,37649230,3,3,4,334,10,Champions,2439
QFsgFypv1Zy5eHgtRnJRRzrxOOu8W1OEKi8uwOMFKwY=,Male,25,Young Adults (18-34),18,6,6897900,1,3,4,134,8,Loyal,2440
QFsgFypv1Zy5eHgtRnJRRzrxOOu8W1OEKi8uwOMFKwY=,Male,21,Young Adults (18-34),18,6,6897900,1,3,4,134,8,Loyal,2441
QFsgFypv1Zy5eHgtRnJRRzrxOOu8W1OEKi8uwOMFKwY=,Male,27,Young Adults (18-34),18,6,6897900,1,3,4,134,8,Loyal,2442
YcwR/q3u4U+c/hfF1Y4NHCbGP3tYQcV5R75zZJwCmRw=,Male,39,Adults (35-59),27,5,4535200,2,3,4,234,9,Loyal,2443
CdlblxKoQx2Nk69s0aR2gz94tXGRwcp+/jg/SHnfpBw=,Female,20,Young Adults (18-34),65,1,692000,4,1,1,411,6,Potential,2444
yK1rlXHZBpkd4FjLJsKwEhCj3r88Yc6nCB9e1zuKYDg=,Female,32,Young Adults (18-34),65,1,700560,4,1,1,411,6,Potential,2445
uF6OxMAZVQHyS6z+PCQrtfJZup1OIsCtGcnQy8MnMKM=,Female,22,Young Adults (18-34),65,3,2273320,4,2,3,423,9,Loyal,2446
00Jm9Psiv7BWUHz7hdGFrX4L+5L/VLtxpil6qIiSsSY=,Male,56,Adults (35-59),65,1,1084700,4,1,2,412,7,Loyal,2447
zMmNzGdalS6s7UwdnCenlodgV7sIVm2RkSe2aIinXLQ=,Female,21,Young Adults (18-34),16,12,9027080,1,3,4,134,8,Loyal,2448
+idASSkN/HCl/OWmj6u8mUaYLdjY7kAmaJJUKF4ZrdA=,Female,33,Young Adults (18-34),64,2,1573100,4,1,2,412,7,Loyal,2449
Wq1ejZo70ydPxUOOuLlneud2CySZ9J5Fw0utTlgd8JA=,Female,25,Young Adults (18-34),65,4,2926610,4,2,3,423,9,Loyal,2450
d+vRB2RxJfBg7TtjMypUkeoH7GqY2/blr6L/fySqT58=,Female,22,Young Adults (18-34),10,8,4998650,1,3,4,134,8,Loyal,2451
ExuLpvCWsd3cI2BLJDV7UCYKa2Fcb8ytS+agp2GbB2Q=,Female,19,Young Adults (18-34),65,1,1165320,4,1,2,412,7,Loyal,2452
aBQOZnWqqkVwV9YXa8w/KJsR0/l2sKFVlhJKK8y6Sgs=,Male,22,Young Adults (18-34),65,1,1424280,4,1,2,412,7,Loyal,2453
cd/ZX/mHTu9RDjsHKF+ID20sj5R/vkgHpC43KKavfjY=,Female,26,Young Adults (18-34),4,15,12246980,1,3,4,134,8,Loyal,2454
j+8a5aUm2jW+CmqiavyKXMv62dzqhNeU905qQuVBvag=,Female,21,Young Adults (18-34),19,3,2138690,1,2,3,123,6,Potential,2455
vbLStenjgztqzWGzA0vK1fcl792CpIiRr32XFqWum5E=,Female,41,Adults (35-59),5,7,5469590,1,3,4,134,8,Loyal,2456
0oSYk55mMDkBQdOua4OLrWUVkWNpHLHvmD7al+egwU4=,Male,33,Young Adults (18-34),65,1,761200,4,1,1,411,6,Potential,2457
F6ToLkuYU1k9rZEcraoCkSUuBs5z+znttGYCoENL7EE=,Female,23,Young Adults (18-34),65,1,730710,4,1,1,411,6,Potential,2458
A9P1aRrP79AKGUH4FK+RQG7a9lRWuPcRsWgVT/2v3rY=,Male,19,Young Adults (18-34),65,3,2585630,4,2,3,423,9,Loyal,2459
29E/jweSlK5hKxxpu+9kwDhpy5iFBsqmMkN/tDrf/8Y=,Male,23,Young Adults (18-34),65,1,645800,4,1,1,411,6,Potential,2460
